0	-59.474556	0.000848	1509
1	-61.570347	0.000657	1962
2	-61.406082	0.000680	2012
3	-61.305977	0.000701	1811
4	-63.069981	0.000559	2012
5	-63.849621	0.000505	2364
6	-59.030342	0.000890	1358
7	-63.819546	0.000536	1610
8	-63.407261	0.000555	1610
9	-61.816532	0.000647	2817
10	-53.298183	0.001489	2264
11	-51.874508	0.001798	2062
12	-56.582066	0.001149	1962
13	-57.844673	0.001036	2314
14	-60.419285	0.000732	1962
15	-59.710835	0.000840	1610
16	-60.131599	0.000805	1761
17	-57.946964	0.001088	704
18	-61.028114	0.000736	855
19	-61.967655	0.000633	2113
20	-61.048695	0.000731	2213
21	-59.907673	0.000830	1660
22	-60.448677	0.000752	2012
23	-57.824146	0.001059	1157
24	-60.993912	0.000726	1660
25	-60.807449	0.000741	1911
26	-61.940182	0.000630	2616
27	-62.308189	0.000611	2062
28	-61.225288	0.000729	1257
29	-60.879654	0.000746	1257
30	-61.317772	0.000686	2012
31	-61.533737	0.000667	2666
32	-63.992023	0.000496	2113
33	-60.732086	0.000782	1308
34	-62.649242	0.000577	2415
35	-65.109901	0.000443	2566
36	-63.094860	0.000554	1761
37	-63.020390	0.000580	2062
38	-62.700016	0.000607	1308
39	-65.223282	0.000445	1610
40	-64.334518	0.000486	2666
41	-60.454060	0.000783	1006
42	-63.888496	0.000488	1861
43	-65.404144	0.000435	2415
44	-61.669270	0.000704	1509
45	-59.193539	0.000934	704
46	-58.826984	0.000928	855
47	-57.558811	0.001035	2364
48	-41.855293	0.005750	3622
49	-38.047760	0.010411	4578
50	-35.655739	0.012816	4427
51	-42.571640	0.005533	4176
52	-39.682583	0.007718	4628
53	-39.161568	0.008933	4327
54	-37.186451	0.011029	4779
55	-37.055389	0.011179	4679
56	-35.482773	0.012999	4427
57	-39.811119	0.008209	3874
58	-33.258114	0.015594	2163
59	-16.179399	0.115847	352
60	-13.462960	0.160239	503
61	-11.431618	0.212651	452
62	-9.783387	0.266540	603
63	-10.536288	0.239440	603
64	-10.893517	0.239687	402
65	-9.173270	0.292168	402
66	-8.533672	0.292602	402
67	-9.632043	0.240501	553
68	-10.624752	0.234322	503
69	-12.586455	0.184044	754
70	-14.601569	0.145704	402
71	-15.228309	0.141644	452
72	-14.732272	0.144859	402
73	-15.349261	0.144322	352
74	-15.129953	0.147303	301
75	-15.816249	0.134685	301
76	-15.691892	0.135889	402
77	-17.253670	0.118678	201
78	-19.868607	0.084465	402
79	-19.142838	0.087365	704
80	-19.622061	0.083863	553
81	-19.191118	0.085524	503
82	-19.906124	0.077938	503
83	-17.103029	0.101236	503
84	-16.675035	0.121123	452
85	-18.756716	0.099738	402
86	-24.606462	0.047787	503
87	-24.952097	0.046958	805
88	-27.390005	0.034276	2415
89	-28.572283	0.029931	2113
90	-27.283207	0.035422	805
91	-32.020325	0.020404	855
92	-32.390476	0.018677	1006
93	-34.418728	0.014704	704
94	-36.663834	0.012806	603
95	-35.146294	0.013646	704
96	-34.904808	0.014648	1408
97	-33.727413	0.015922	754
98	-17.122005	0.092904	553
99	-12.743718	0.183604	553
100	-11.838814	0.217552	754
101	-11.707147	0.215605	855
102	-12.187896	0.199896	452
103	-13.272092	0.177411	553
104	-12.803576	0.182614	503
105	-11.750983	0.217005	402
106	-12.108345	0.213647	452
107	-11.391041	0.236769	452
108	-10.672760	0.251136	452
109	-10.121284	0.260920	553
110	-10.684240	0.245735	452
111	-12.331262	0.206215	553
112	-14.476779	0.158576	301
113	-18.399050	0.097738	352
114	-22.252272	0.059376	603
115	-23.581770	0.057308	452
116	-22.785275	0.061702	503
117	-24.157991	0.048508	503
118	-23.306076	0.053831	1459
119	-24.323294	0.046625	503
120	-21.385120	0.065079	603
121	-18.111906	0.086168	603
122	-16.966923	0.114756	301
123	-17.643293	0.111266	301
124	-19.120962	0.090515	301
125	-21.176722	0.068259	301
126	-19.740801	0.076887	352
127	-19.590363	0.084439	352
128	-19.914951	0.075621	603
129	-20.638929	0.067134	603
130	-16.840946	0.100064	503
131	-16.166245	0.108437	603
132	-16.155468	0.110480	805
133	-15.877115	0.118199	805
134	-15.041826	0.133430	704
135	-15.265658	0.128596	704
136	-15.476657	0.121991	704
137	-13.851467	0.150942	603
138	-14.431683	0.138637	704
139	-14.156243	0.144929	603
140	-14.897956	0.134804	553
141	-16.145742	0.123266	352
142	-17.729155	0.105175	553
143	-20.367418	0.077263	553
144	-23.407238	0.053309	603
145	-25.163551	0.044104	1106
146	-22.990831	0.054896	805
147	-24.437460	0.049095	603
148	-20.985399	0.071631	402
149	-18.226498	0.088739	603
150	-15.363360	0.125199	503
151	-15.777265	0.127899	402
152	-16.015116	0.134109	402
153	-16.843231	0.113433	553
154	-19.402395	0.081501	503
155	-17.781025	0.093160	704
156	-20.644836	0.072517	553
157	-20.391308	0.078863	654
158	-23.728500	0.053058	654
159	-23.696121	0.051310	704
160	-25.022547	0.043244	654
161	-25.877424	0.040955	654
162	-28.444553	0.031821	503
163	-27.144297	0.034808	452
164	-31.344442	0.021056	654
165	-28.794241	0.029782	452
166	-36.266960	0.011916	503
167	-35.872162	0.014078	352
168	-38.559322	0.009732	402
169	-38.476036	0.009334	654
170	-38.110050	0.010435	503
171	-38.047585	0.009700	503
172	-38.927711	0.009017	553
173	-43.806580	0.005701	503
174	-41.735203	0.006909	150
175	-43.599564	0.004956	503
176	-40.011475	0.008759	150
177	-44.409924	0.004671	805
178	-42.522751	0.006545	150
179	-46.862637	0.003618	402
180	-43.504215	0.005659	100
181	-51.925861	0.002130	603
182	-46.661945	0.003809	603
183	-48.566196	0.003209	452
184	-49.919971	0.002617	654
185	-49.796864	0.002714	402
186	-52.572803	0.001789	1056
187	-53.797867	0.001693	503
188	-55.173519	0.001374	1207
189	-54.078709	0.001290	1962
190	-45.875031	0.003827	603
191	-32.358280	0.016699	503
192	-26.847006	0.036614	704
193	-19.231007	0.094948	452
194	-17.843275	0.112606	201
195	-18.176327	0.102053	201
196	-23.687147	0.051711	754
197	-20.303432	0.081681	301
198	-17.899569	0.102101	452
199	-15.866550	0.134211	603
200	-14.986987	0.146806	654
201	-15.856509	0.129815	654
202	-15.556613	0.129550	805
203	-17.545200	0.104703	603
204	-14.980471	0.146444	654
205	-17.536610	0.101716	754
206	-18.834906	0.097651	654
207	-18.820137	0.093562	553
208	-19.543694	0.088058	251
209	-19.707167	0.075775	553
210	-22.594790	0.056512	402
211	-21.255943	0.076109	201
212	-23.086691	0.056686	402
213	-23.464626	0.057542	251
214	-24.120733	0.055104	100
215	-27.757725	0.034896	301
216	-26.903618	0.036756	603
217	-27.749529	0.036276	352
218	-30.792395	0.024788	301
219	-29.749771	0.029344	201
220	-19.979465	0.074030	352
221	-18.538084	0.087178	654
222	-18.299717	0.088051	553
223	-15.270894	0.140224	503
224	-17.412149	0.111646	402
225	-20.031132	0.084254	553
226	-19.851028	0.088627	301
227	-21.578856	0.066729	553
228	-19.665133	0.088634	352
229	-18.631393	0.096971	352
230	-20.244148	0.079658	603
231	-17.665247	0.113099	452
232	-18.654890	0.098102	452
233	-17.437075	0.109545	402
234	-16.703737	0.115629	402
235	-16.784056	0.114876	402
236	-18.919260	0.091447	402
237	-20.997620	0.075531	150
238	-23.350191	0.054432	201
239	-26.727270	0.039676	352
240	-26.047838	0.036732	301
241	-18.333239	0.105489	201
242	-19.168671	0.093506	201
243	-17.795918	0.103856	251
244	-17.901361	0.104805	201
245	-14.827687	0.142683	201
246	-14.562820	0.151830	503
247	-14.800600	0.144813	503
248	-16.298132	0.121311	704
249	-16.123175	0.121110	805
250	-16.360415	0.117944	754
251	-15.056443	0.126124	905
252	-18.685789	0.096673	754
253	-21.958475	0.068212	553
254	-21.999842	0.065636	452
255	-20.582993	0.078945	654
256	-23.527279	0.053876	452
257	-24.667599	0.049294	402
258	-20.940584	0.075413	100
259	-26.281771	0.041035	301
260	-23.720383	0.055061	150
261	-27.582415	0.033239	503
262	-29.060518	0.029201	301
263	-25.315220	0.046284	503
264	-24.756985	0.048483	301
265	-20.804098	0.076907	603
266	-20.920200	0.072027	855
267	-19.857580	0.080802	603
268	-19.132401	0.095190	805
269	-19.345539	0.088145	553
270	-20.353531	0.082384	905
271	-20.577885	0.079465	654
272	-21.721794	0.068306	402
273	-20.374046	0.078706	201
274	-18.515587	0.098013	301
275	-18.809185	0.094686	50
276	-20.354259	0.081965	402
277	-19.205900	0.094404	50
278	-19.506790	0.088775	201
279	-22.947216	0.052684	352
280	-25.799232	0.039572	603
281	-25.042601	0.044499	603
282	-26.318481	0.039721	452
283	-25.751053	0.040902	553
284	-29.326818	0.031252	150
285	-24.947767	0.049129	100
286	-25.600267	0.040000	603
287	-27.399813	0.039377	50
288	-29.666897	0.028189	301
289	-28.943253	0.032482	50
290	-36.630043	0.013016	301
291	-32.955807	0.017807	704
292	-38.035206	0.010047	402
293	-41.054760	0.006848	855
294	-39.031834	0.008803	301
295	-44.067879	0.005143	301
296	-41.119232	0.008104	50
297	-41.036091	0.007342	100
298	-45.455898	0.004572	503
299	-44.158245	0.005393	251
300	-46.119175	0.004389	201
301	-45.344749	0.005011	150
302	-50.393070	0.002583	402
303	-54.742897	0.001573	654
304	-59.200619	0.000903	1106
305	-58.824013	0.000916	1207
306	-59.547031	0.000869	1056
307	-59.705162	0.000858	1106
308	-57.318844	0.001153	805
309	-59.220959	0.000845	1710
310	-58.647472	0.000927	1257
311	-59.685764	0.000864	603
312	-53.696758	0.001799	352
313	-54.611435	0.001639	503
314	-53.634491	0.001858	150
315	-56.329132	0.001356	503
316	-54.087952	0.001573	301
317	-63.563774	0.000521	2213
318	-52.616638	0.002088	251
319	-55.681145	0.001420	503
320	-65.385323	0.000421	2817
321	-60.271969	0.000826	1207
322	-60.493561	0.000725	1559
323	-53.432289	0.001938	352
324	-62.055470	0.000669	1358
325	-65.906204	0.000408	2666
326	-58.411938	0.001073	654
327	-60.128056	0.000818	1308
328	-61.544079	0.000701	1358
329	-63.138226	0.000582	1257
330	-64.159302	0.000493	1911
331	-61.706104	0.000702	955
332	-57.093971	0.001181	704
333	-55.010696	0.001478	855
334	-60.060246	0.000710	2767
335	-57.863369	0.001061	805
336	-61.874882	0.000675	855
337	-61.852207	0.000681	1056
338	-63.052792	0.000541	2364
339	-64.252174	0.000485	1962
340	-58.895287	0.000954	1106
341	-60.088558	0.000860	704
342	-60.575497	0.000781	1408
343	-62.379131	0.000620	1408
344	-58.496101	0.001023	704
345	-61.000336	0.000644	2666
346	-62.513981	0.000614	1509
347	-59.707027	0.000886	754
348	-60.191101	0.000800	1308
349	-66.343628	0.000386	2767
350	-59.896503	0.000801	2012
351	-59.309994	0.000848	2566
352	-59.652687	0.000853	2264
353	-58.543129	0.000994	1710
354	-59.941113	0.000793	2113
355	-59.501179	0.000868	1559
356	-62.558678	0.000624	2113
357	-58.555912	0.000947	1660
358	-61.346527	0.000677	1811
359	-61.851662	0.000668	1308
360	-64.010445	0.000496	2616
361	-63.014111	0.000554	2616
362	-60.914867	0.000719	1660
363	-58.026775	0.001010	1106
364	-60.117344	0.000784	1610
365	-61.174503	0.000756	1207
366	-56.885265	0.001242	251
367	-57.257366	0.001106	1006
368	-61.460197	0.000705	1308
369	-60.647934	0.000782	1610
370	-63.118382	0.000592	1157
371	-56.483326	0.001349	452
372	-62.645058	0.000578	1660
373	-61.738087	0.000697	955
374	-61.977131	0.000660	1811
375	-65.736618	0.000418	2314
376	-66.294350	0.000356	3522
377	-64.464272	0.000479	2314
378	-64.140305	0.000470	2515
379	-62.444412	0.000615	1408
380	-61.353012	0.000694	1358
381	-30.818806	0.019468	1006
382	-19.374472	0.082892	503
383	-18.416801	0.105514	201
384	-16.862633	0.115757	301
385	-19.003616	0.082276	955
386	-17.822817	0.100503	654
387	-17.280636	0.105318	754
388	-19.700842	0.086375	754
389	-17.467417	0.100797	754
390	-16.366423	0.115226	603
391	-15.763467	0.123151	704
392	-14.260193	0.143089	553
393	-16.477903	0.112196	603
394	-18.371889	0.082054	704
395	-22.574287	0.055162	704
396	-23.704346	0.051667	553
397	-24.332045	0.047636	553
398	-24.245892	0.051289	402
399	-23.212645	0.056880	503
400	-22.136780	0.064909	452
401	-20.992462	0.074314	452
402	-19.194141	0.079807	352
403	-19.268627	0.084389	301
404	-16.998375	0.106793	402
405	-17.017563	0.114109	352
406	-15.732215	0.135674	301
407	-14.708971	0.154633	301
408	-13.992105	0.164963	503
409	-14.555974	0.160648	553
410	-13.208171	0.181002	402
411	-11.311840	0.231503	452
412	-11.353489	0.237185	301
413	-9.694864	0.289977	100
414	-10.807005	0.248556	251
415	-10.333198	0.277238	100
416	-11.030679	0.247769	201
417	-13.349457	0.190980	100
418	-13.874896	0.185735	201
419	-16.523485	0.129034	150
420	-16.302183	0.136700	201
421	-18.335234	0.106710	251
422	-20.101353	0.086095	452
423	-21.187551	0.078659	100
424	-20.590143	0.073362	553
425	-16.464033	0.125691	301
426	-14.648141	0.158486	352
427	-13.097293	0.195827	201
428	-14.021121	0.170540	201
429	-17.056524	0.099425	503
430	-17.815821	0.094542	704
431	-16.512119	0.135658	301
432	-15.561040	0.135842	301
433	-19.578409	0.084230	251
434	-21.674271	0.061992	704
435	-19.980980	0.076409	452
436	-17.450512	0.111270	100
437	-19.659498	0.079446	402
438	-21.497339	0.068183	352
439	-18.527187	0.084715	301
440	-17.503832	0.098508	251
441	-19.371914	0.082312	201
442	-21.150227	0.060270	352
443	-19.874086	0.076001	352
444	-19.799261	0.072890	654
445	-20.529066	0.072441	553
446	-17.081114	0.119184	201
447	-14.696507	0.162618	352
448	-14.107941	0.168087	301
449	-12.907561	0.195109	352
450	-11.850417	0.213632	452
451	-9.184735	0.294709	352
452	-9.490972	0.276294	452
453	-7.539731	0.352683	402
454	-7.770195	0.345019	402
455	-7.358835	0.371831	352
456	-7.299639	0.370303	352
457	-7.576363	0.344684	402
458	-6.977479	0.377115	402
459	-6.976553	0.383267	352
460	-6.919117	0.396585	201
461	-8.725159	0.315893	201
462	-10.030847	0.267824	251
463	-12.223077	0.212722	201
464	-15.383284	0.133985	553
465	-15.930867	0.138373	201
466	-15.434261	0.141376	251
467	-14.159503	0.158510	201
468	-14.798953	0.149239	402
469	-15.723534	0.112722	754
470	-15.897231	0.121631	553
471	-14.234973	0.159193	402
472	-13.810933	0.166082	503
473	-14.791406	0.135886	503
474	-17.815422	0.094879	704
475	-19.193167	0.085771	805
476	-16.089422	0.131333	452
477	-17.764532	0.103927	503
478	-19.401159	0.087618	603
479	-19.432720	0.082063	452
480	-23.310448	0.053690	603
481	-19.822851	0.080646	301
482	-21.085844	0.070256	201
483	-23.066578	0.053106	503
484	-19.335546	0.087781	201
485	-19.194771	0.091756	251
486	-17.746702	0.097304	553
487	-16.030643	0.120698	452
488	-16.022268	0.128068	654
489	-18.582224	0.096336	754
490	-15.643636	0.131906	805
491	-15.639581	0.138264	905
492	-16.678638	0.121238	553
493	-16.289927	0.124901	754
494	-17.502029	0.104915	402
495	-17.979319	0.106540	402
496	-19.955549	0.085215	201
497	-19.288578	0.092042	150
498	-21.160130	0.074439	301
499	-23.773500	0.056360	301
500	-23.454765	0.059063	150
501	-25.580873	0.044284	301
502	-30.552345	0.024109	402
503	-25.888981	0.043738	150
504	-27.152193	0.037360	402
505	-29.225714	0.028709	301
506	-24.917843	0.048697	201
507	-27.244158	0.029503	452
508	-25.387463	0.045311	301
509	-23.629251	0.054568	201
510	-23.566626	0.058595	150
511	-25.031120	0.048878	100
512	-24.719267	0.048679	50
513	-29.129400	0.029235	301
514	-29.060450	0.030573	100
515	-34.801579	0.013342	503
516	-38.904697	0.009369	452
517	-36.790951	0.011876	100
518	-36.448761	0.012444	100
519	-42.849617	0.006030	251
520	-36.484367	0.013467	100
521	-40.180931	0.008117	100
522	-42.670067	0.005902	150
523	-44.527458	0.004967	301
524	-44.198341	0.004998	251
525	-49.190277	0.002782	603
526	-48.249504	0.003074	301
527	-53.256386	0.001728	402
528	-46.057953	0.004332	201
529	-49.960571	0.002641	251
530	-51.884048	0.002165	402
531	-47.349960	0.003739	100
532	-49.403622	0.003001	251
533	-48.615040	0.003237	201
534	-49.220497	0.002890	503
535	-53.289532	0.001890	452
536	-56.110359	0.001340	402
537	-59.133427	0.000916	1056
538	-57.297016	0.001127	805
539	-60.613647	0.000792	754
540	-56.920662	0.001204	855
541	-61.563564	0.000668	1459
542	-55.285290	0.001554	150
543	-61.193527	0.000657	1861
544	-58.859814	0.000961	1056
545	-61.178780	0.000694	1509
546	-60.192898	0.000779	1610
547	-61.216583	0.000733	905
548	-61.656998	0.000660	1559
549	-58.479183	0.001056	452
550	-62.375984	0.000622	1509
551	-60.587982	0.000790	905
552	-59.961334	0.000856	1106
553	-59.894283	0.000767	1710
554	-61.575756	0.000644	1962
555	-64.330879	0.000492	2163
556	-62.743778	0.000552	2465
557	-58.427311	0.000986	805
558	-62.633636	0.000557	2062
559	-61.741749	0.000643	1610
560	-61.155827	0.000663	1660
561	-59.622780	0.000871	1660
562	-59.143127	0.000912	1006
563	-56.156719	0.001279	1408
564	-58.152245	0.001039	955
565	-55.112621	0.001476	704
566	-55.465866	0.001489	452
567	-60.593948	0.000764	1559
568	-59.983414	0.000777	1358
569	-54.926945	0.001497	754
570	-53.734032	0.001908	50
571	-53.892307	0.001684	654
572	-60.362995	0.000760	1610
573	-64.205658	0.000503	2213
574	-60.185741	0.000824	1308
575	-58.478580	0.000939	1408
576	-57.748169	0.001107	704
577	-59.673134	0.000891	805
578	-63.767532	0.000516	2062
579	-61.862129	0.000670	1459
580	-61.578262	0.000670	1207
581	-64.726189	0.000467	2666
582	-58.319199	0.001023	805
583	-61.182030	0.000710	1408
584	-58.752850	0.000936	1257
585	-61.028145	0.000726	1056
586	-55.607834	0.001267	1358
587	-61.725582	0.000644	1911
588	-59.562092	0.000898	905
589	-61.572453	0.000672	1660
590	-56.423103	0.001196	1358
591	-36.064404	0.010900	3320
592	-35.836567	0.012724	1257
593	-27.783478	0.026328	553
594	-24.608255	0.047960	402
595	-19.210560	0.085339	251
596	-17.890942	0.100987	452
597	-17.924274	0.103193	402
598	-18.857779	0.090945	402
599	-22.440008	0.065526	352
600	-21.662336	0.068056	150
601	-22.982712	0.054095	402
602	-25.768316	0.042081	201
603	-25.617510	0.041738	201
604	-25.357618	0.043554	301
605	-27.097115	0.037508	402
606	-25.126665	0.041331	452
607	-19.930241	0.082378	201
608	-17.931187	0.104332	352
609	-18.320606	0.095161	301
610	-19.646223	0.077482	754
611	-19.747417	0.079025	805
612	-19.832638	0.082365	704
613	-18.923761	0.086704	1106
614	-18.617504	0.084354	1106
615	-17.654099	0.083597	1006
616	-17.832056	0.086513	503
617	-20.511303	0.071253	402
618	-24.766737	0.041758	905
619	-26.708620	0.039218	855
620	-27.347450	0.035583	905
621	-25.320370	0.042224	2314
622	-25.451384	0.043322	2213
