0	-59.110897
1	-59.428062
2	-58.888714
3	-59.599319
4	-59.790142
5	-59.497349
6	-59.754681
7	-59.663258
8	-58.886311
9	-55.759335
10	-55.597816
11	-55.891289
12	-57.447014
13	-59.148033
14	-57.933884
15	-59.096241
16	-57.962345
17	-58.758301
18	-59.157234
19	-58.691151
20	-58.222740
21	-58.909058
22	-57.123074
23	-59.135242
24	-59.188408
25	-59.043449
26	-59.362247
27	-59.342785
28	-58.309135
29	-58.993240
30	-59.074944
31	-59.674263
32	-59.002384
33	-59.211918
34	-59.965023
35	-59.083450
36	-59.400650
37	-59.636585
38	-59.796379
39	-60.085697
40	-59.295422
41	-59.613525
42	-60.082645
43	-59.325031
44	-58.352825
45	-57.524868
46	-58.550289
47	-50.066223
48	-42.820835
49	-36.184479
50	-45.325726
51	-44.026115
52	-43.136829
53	-39.777637
54	-39.189224
55	-37.913223
56	-41.704124
57	-41.536594
58	-21.017076
59	-19.472572
60	-15.187591
61	-12.816390
62	-13.246789
63	-12.726439
64	-11.438869
65	-11.336029
66	-12.876954
67	-13.244071
68	-15.942306
69	-19.979744
70	-19.767305
71	-20.126871
72	-20.420826
73	-19.885204
74	-19.584352
75	-18.878553
76	-19.422005
77	-22.722069
78	-22.955147
79	-22.770073
80	-24.828724
81	-27.101477
82	-26.320509
83	-21.174967
84	-21.594826
85	-25.641069
86	-26.615616
87	-29.616583
88	-31.526747
89	-29.376055
90	-33.588039
91	-37.008244
92	-35.662476
93	-40.638504
94	-38.395081
95	-39.399532
96	-40.489723
97	-26.070257
98	-17.279005
99	-15.078913
100	-15.107392
101	-14.595899
102	-14.316351
103	-14.797302
104	-15.753766
105	-16.443407
106	-14.651668
107	-14.242793
108	-13.928762
109	-14.263584
110	-14.773838
111	-15.731080
112	-20.416185
113	-25.267511
114	-27.252987
115	-26.396524
116	-27.053766
117	-24.847927
118	-24.565855
119	-27.237431
120	-23.424812
121	-20.864008
122	-21.318296
123	-24.133404
124	-27.043249
125	-26.732992
126	-25.812403
127	-27.865959
128	-27.911016
129	-25.512821
130	-24.987162
131	-24.979435
132	-23.321127
133	-21.540215
134	-23.055277
135	-23.435806
136	-20.541639
137	-20.162207
138	-19.129807
139	-18.619074
140	-18.704521
141	-19.482288
142	-21.704063
143	-24.422169
144	-26.557024
145	-25.733488
146	-26.490396
147	-23.977255
148	-20.355827
149	-19.020744
150	-20.270281
151	-18.802900
152	-18.574364
153	-22.751976
154	-20.572773
155	-23.514072
156	-22.853682
157	-27.584354
158	-25.846384
159	-29.653364
160	-27.373741
161	-30.917288
162	-30.251078
163	-32.964291
164	-31.734087
165	-40.467823
166	-38.543533
167	-43.358189
168	-41.517487
169	-42.812550
170	-39.953320
171	-41.168968
172	-46.822678
173	-43.026104
174	-49.558502
175	-42.763561
176	-46.743622
177	-45.215557
178	-46.817596
179	-46.091766
180	-53.210823
181	-47.899734
182	-52.740208
183	-51.025501
184	-54.869762
185	-52.972095
186	-57.431019
187	-54.689621
188	-58.785049
