189	-52.904568
190	-42.086483
191	-31.502985
192	-22.643618
193	-20.551374
194	-20.727543
195	-29.558456
196	-23.132273
197	-20.376703
198	-20.694736
199	-19.403410
200	-19.847763
201	-17.638378
202	-18.205677
203	-16.429506
204	-19.190807
205	-23.163731
206	-22.699642
207	-21.735895
208	-23.460001
209	-26.530790
210	-24.174938
211	-25.471581
212	-25.894623
213	-26.993872
214	-31.230091
215	-28.913834
216	-30.027859
217	-34.880184
218	-32.820679
219	-28.302452
220	-22.698036
221	-18.563168
222	-16.778576
223	-20.429998
224	-24.527794
225	-23.597784
226	-24.657644
227	-23.528759
228	-21.483711
229	-22.415571
230	-19.959225
231	-21.002033
232	-19.915686
233	-18.911091
234	-18.900620
235	-20.886341
236	-24.126936
237	-27.757418
238	-29.282604
239	-33.887646
240	-22.445744
241	-21.934072
242	-19.946850
243	-19.266594
244	-18.012831
245	-19.260025
246	-19.162931
247	-19.917854
248	-19.642235
249	-19.499718
250	-18.395391
251	-19.835213
252	-24.346230
253	-24.458735
254	-23.691505
255	-24.998806
256	-27.607231
257	-22.772661
258	-30.374651
259	-26.313427
260	-29.071796
261	-32.829731
262	-28.682522
263	-29.727299
264	-23.498775
265	-21.895559
266	-20.689159
267	-21.197512
268	-22.367064
269	-23.222708
270	-24.129118
271	-25.071167
272	-22.978235
273	-21.023314
274	-24.182564
275	-23.583790
276	-20.597664
277	-23.544146
278	-26.916258
279	-26.775675
280	-25.913208
281	-29.873732
282	-32.202442
283	-32.607300
284	-26.313484
285	-29.619244
286	-29.955116
287	-33.126522
288	-30.302431
289	-39.888973
290	-33.779720
291	-38.802158
292	-44.859127
293	-40.154312
294	-46.707783
295	-45.978127
296	-42.516033
297	-48.314777
298	-46.999306
299	-47.923752
300	-47.461372
301	-52.041275
302	-55.689911
303	-58.233879
304	-58.324238
305	-58.934505
306	-57.810623
307	-56.850632
308	-58.734947
309	-58.434086
310	-58.242825
311	-57.050968
312	-55.664150
313	-55.210526
314	-56.966648
315	-54.883667
316	-59.315975
317	-55.933357
318	-56.888592
319	-59.791092
320	-58.766392
321	-57.971504
322	-54.020519
323	-58.747059
324	-59.911610
325	-58.341179
326	-59.318897
327	-59.197319
328	-59.652390
329	-59.887161
330	-59.642963
331	-57.799095
332	-56.826988
333	-57.204628
334	-56.768047
335	-59.217331
336	-59.069675
337	-58.917831
338	-59.810825
339	-59.320370
340	-58.833736
341	-59.170918
342	-59.006718
343	-58.726215
344	-57.894970
345	-59.642044
346	-59.164867
347	-58.677265
348	-60.056377
349	-59.197567
350	-58.320248
351	-58.815193
352	-57.876484
353	-58.946060
354	-57.646290
355	-59.355316
356	-58.346043
357	-59.159466
358	-59.076328
359	-59.512421
360	-59.138962
361	-59.100945
362	-58.644588
363	-58.032227
364	-59.172573
365	-57.839241
366	-56.184559
367	-59.686939
368	-58.698925
369	-59.454884
370	-56.471832
371	-58.780373
372	-58.940910
373	-59.087315
374	-59.892353
375	-60.072407
376	-59.861435
377	-59.429005
378	-59.593269
379	-58.857460
380	-39.376213
381	-27.015976
382	-22.104267
383	-23.564919
384	-25.115490
385	-22.601601
386	-21.732931
387	-20.763523
388	-17.821478
389	-17.140875
390	-17.160431
391	-17.162979
392	-20.014126
393	-21.451330
394	-26.943888
395	-28.711143
396	-28.419743
397	-28.764637
398	-24.783710
399	-23.199152
400	-23.278318
401	-21.660559
402	-23.522299
403	-20.580910
404	-19.785887
405	-17.707491
406	-16.593491
407	-15.524936
408	-17.248207
409	-17.135778
410	-14.330426
411	-14.291533
412	-12.956096
413	-14.595010
414	-12.910528
415	-13.455206
416	-16.407295
417	-16.388897
418	-19.313261
419	-18.895002
420	-21.141481
421	-22.512852
422	-23.589739
423	-24.554050
424	-19.939718
425	-17.049280
426	-15.251706
427	-15.469077
428	-17.263411
429	-19.077381
430	-18.771605
431	-17.630352
432	-21.497522
433	-22.372673
434	-20.940928
435	-18.777176
436	-22.043879
437	-24.731546
438	-21.397879
439	-21.307217
440	-24.617331
441	-27.215893
442	-25.406490
443	-26.320074
444	-26.872866
445	-22.876276
446	-17.887173
447	-15.588067
448	-16.525652
449	-14.628472
450	-11.839730
451	-12.779338
452	-10.610759
453	-11.098373
454	-10.043198
455	-10.678800
456	-10.638847
457	-9.692250
458	-10.051676
459	-9.961915
460	-12.945365
461	-13.346231
462	-15.693476
463	-20.560936
464	-19.072054
465	-17.510857
466	-15.190942
467	-15.787681
468	-16.742647
469	-18.241089
470	-15.997519
471	-15.553334
472	-15.774314
473	-18.999712
474	-20.423733
475	-17.227039
476	-19.270420
477	-22.937387
478	-22.188337
479	-28.160892
480	-24.561460
481	-24.366001
482	-24.139765
483	-23.286596
484	-21.207777
485	-23.726559
486	-20.835634
487	-20.218033
488	-21.587864
489	-17.434198
490	-17.568821
491	-20.679457
492	-19.946655
493	-18.878506
494	-21.222267
495	-23.103655
496	-22.218596
497	-23.976809
498	-25.008030
499	-27.061710
500	-28.703123
501	-33.970959
502	-29.581621
503	-29.378393
504	-33.464279
505	-28.440310
506	-34.037586
507	-27.056154
508	-25.669476
509	-29.586880
510	-26.771517
511	-25.670441
512	-31.955200
513	-31.277468
514	-35.218941
515	-40.566227
516	-42.670666
517	-40.291477
518	-46.270229
519	-40.262554
520	-41.735970
521	-44.024124
522	-48.563408
523	-47.299538
524	-50.200119
525	-51.105724
526	-54.737301
527	-48.486645
528	-50.757465
529	-53.356400
530	-51.007069
531	-50.860645
532	-53.167355
533	-50.881557
534	-53.942604
535	-56.222061
536	-57.865913
537	-58.530178
538	-58.704552
539	-57.451614
540	-58.722847
541	-55.347534
542	-59.609776
543	-57.744385
544	-58.476162
545	-58.842644
546	-58.837639
547	-59.768467
548	-57.972656
549	-59.580910
550	-58.721066
551	-58.813755
552	-57.407001
553	-58.547283
554	-59.674927
555	-60.005978
556	-57.710339
557	-59.087051
558	-59.935955
559	-58.428684
560	-58.069298
561	-58.767162
562	-56.317352
563	-58.661247
564	-56.650375
565	-55.672031
566	-58.950626
567	-57.663105
568	-54.713573
569	-54.811714
570	-53.522556
571	-57.760700
572	-59.862686
573	-58.903854
574	-59.183578
575	-57.207756
576	-58.938873
577	-59.532967
578	-59.572147
579	-58.462402
580	-59.778934
581	-57.953629
582	-59.068718
583	-58.251919
584	-58.774216
585	-57.169079
586	-58.456394
587	-58.592468
588	-58.591431
589	-57.798653
590	-38.344513
591	-37.086201
592	-39.348701
593	-29.425797
594	-24.157728
595	-23.496517
596	-22.980410
597	-24.813114
598	-27.788897
599	-25.389311
600	-30.085539
601	-32.190243
602	-27.826506
603	-26.438648
604	-28.074089
605	-31.087233
606	-23.430492
607	-20.208124
608	-19.358252
609	-20.530081
610	-21.561256
611	-21.131445
612	-19.514269
613	-18.864178
614	-17.485470
615	-17.930346
616	-21.211397
617	-26.567038
618	-30.114048
619	-31.017838
620	-30.458387
621	-27.934000
622	-28.610847
623	-28.391912
624	-29.280031
625	-25.735689
626	-27.881281
627	-32.573112
628	-36.414177
629	-37.300224
630	-20.607492
631	-16.912363
632	-15.740126
633	-14.865296
634	-14.228383
635	-15.608006
636	-15.678615
637	-13.057234
638	-12.898353
639	-12.605620
640	-12.405807
641	-12.717382
642	-15.283481
643	-16.254995
644	-19.747610
645	-25.279902
646	-26.024216
647	-24.975706
648	-26.901365
649	-26.874353
650	-28.096563
651	-32.717705
652	-29.896824
653	-32.333721
654	-32.838741
655	-32.847000
656	-33.003647
657	-35.914894
658	-35.977642
659	-35.981888
660	-34.842369
661	-37.304386
662	-37.437485
663	-38.185303
664	-40.154045
665	-39.272301
666	-40.726048
667	-40.977757
668	-36.333023
669	-41.895710
670	-23.056870
671	-23.472017
672	-22.618296
673	-21.310680
674	-22.897589
675	-27.458427
676	-28.250477
677	-27.045095
678	-26.566547
679	-28.697794
680	-30.187969
681	-32.751308
682	-35.523815
683	-34.911610
684	-34.654930
685	-35.763649
686	-36.770195
687	-30.986309
688	-21.034512
689	-19.356426
690	-18.586130
691	-17.833981
692	-17.413900
693	-17.683889
694	-20.084362
695	-20.008570
696	-18.436996
697	-18.952301
698	-22.454720
699	-25.353031
700	-28.022322
701	-26.043066
702	-26.451960
703	-28.477722
704	-31.276142
705	-31.123516
706	-34.923023
707	-35.846066
708	-39.241161
709	-40.760876
710	-43.986614
711	-43.716564
712	-42.757999
713	-27.572718
714	-24.821335
715	-24.143375
716	-23.464846
717	-23.836548
718	-21.461584
719	-20.230776
720	-19.022324
721	-18.057552
722	-19.972321
723	-25.385351
724	-31.137827
725	-29.213573
726	-29.957743
727	-27.085691
728	-27.694553
729	-30.758211
730	-32.973652
731	-38.278122
732	-39.414909
733	-38.786346
734	-39.347946
735	-38.947624
736	-40.039108
737	-39.410938
738	-28.125751
739	-31.170139
740	-27.063717
741	-29.078011
742	-18.954660
743	-27.831635
744	-24.293295
745	-20.359138
746	-20.205166
747	-22.583761
748	-24.855124
749	-28.003698
750	-27.788984
751	-30.897985
752	-33.439728
753	-34.395897
754	-29.702557
755	-35.510365
756	-34.532619
757	-33.771675
758	-35.641293
759	-32.754738
760	-33.259254
761	-36.388992
762	-44.311245
763	-44.515713
764	-45.863911
765	-45.442738
766	-43.631268
767	-49.619324
768	-48.823441
769	-44.774170
770	-54.699436
771	-51.035961
772	-55.694248
773	-56.648155
774	-50.923763
775	-56.367207
776	-57.063690
777	-57.120007
778	-58.452087
779	-53.388668
780	-55.530235
781	-57.962521
782	-58.342064
783	-55.351933
784	-57.040180
785	-57.812759
786	-57.782658
787	-57.112007
788	-59.420052
789	-58.892788
790	-59.963238
791	-59.658264
792	-59.047661
793	-58.766720
794	-59.016434
